REP_DATE,REP_TIME,APD_sector,RACE_KNOWN,Reason for Stop – TCOLE form,SEX,APD_RACE_DESC,Person Search YN,Search Found,X_COORDINATE,Y_COORDINATE
3/5/2018,"1,649",BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,NO,,"3,125,699","10,077,684"
4/12/2018,"1,932",ED,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,DRUGS,"3,131,498","10,107,962"
4/23/2018,353,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,BLACK,YES,NOTHING,"3,126,061","10,078,660"
3/31/2018,"2,032",BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES,NOTHING,"3,127,495","10,081,722"
3/18/2018,"2,321",ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,139,912","10,111,093"
1/22/2018,"2,210",HE,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Pre-existing knowledge (i.e. warrant),M,HISPANIC OR LATINO,YES,DRUGS,"3,119,640","10,059,606"
3/15/2018,"2,339",AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,OTHER,"3,119,059","10,110,811"
4/3/2018,"2,345",ED,,Moving Traffic Violation,M,HISPANIC OR LATINO,NO,,"3,128,712","10,100,432"
4/24/2018,"1,748",AD,,Moving Traffic Violation,M,WHITE,NO,,"3,122,119","10,122,102"
1/6/2018,143,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,116,258","10,068,343"
1/6/2018,"2,237",DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,109,375","10,061,066"
1/23/2018,351,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES,NOTHING,"3,125,946","10,076,203"
2/5/2018,533,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,CASH,"3,115,220","10,069,746"
2/5/2018,"1,748",ED,,Moving Traffic Violation,M,HISPANIC OR LATINO,NO,,"3,128,079","10,103,424"
2/6/2018,108,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES,NOTHING,"3,085,440","10,038,934"
2/15/2018,"2,147",DA,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,NOTHING,"3,106,645","10,063,789"
3/23/2018,"1,831",ID,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,WEAPONS,"3,122,603","10,086,955"
2/17/2018,"1,752",ID,,Moving Traffic Violation,M,WHITE,NO,,"3,126,942","10,090,030"
1/19/2018,223,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,OTHER,"3,126,120","10,094,600"
1/18/2018,"2,212",CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,NO,,"3,121,398","10,066,452"
4/25/2018,133,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES,DRUGS,"3,125,808","10,081,882"
4/24/2018,"2,315",BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES,NOTHING,"3,122,580","10,084,166"
4/24/2018,"2,315",BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,122,580","10,084,166"
4/24/2018,"2,252",GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES,NOTHING,"3,113,885","10,072,185"
3/24/2018,527,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES,NOTHING,"3,130,256","10,110,662"
1/8/2018,"1,331",ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES,NOTHING,"3,131,124","10,104,520"
1/8/2018,"1,331",ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,131,124","10,104,520"
2/2/2018,113,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,OTHER,"3,130,568","10,074,918"
4/2/2018,125,DA,,Moving Traffic Violation,M,HISPANIC OR LATINO,NO,,"3,103,092","10,049,570"
1/9/2018,"2,238",DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,105,240","10,057,345"
3/21/2018,317,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,WEAPONS,"3,122,058","10,095,288"
1/5/2018,"2,210",ED,,Moving Traffic Violation,M,HISPANIC OR LATINO,NO,,"3,133,869","10,109,799"
2/10/2018,"1,625",CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,DRUGS,"3,130,664","10,072,597"
1/23/2018,"1,824",ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,135,555","10,110,311"
2/6/2018,"2,146",FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Pre-existing knowledge (i.e. warrant),M,HISPANIC OR LATINO,NO,,"3,100,694","10,044,621"
4/4/2018,"1,645",ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES,OTHER,"3,124,461","10,087,008"
4/6/2018,103,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES,NOTHING,"3,105,338","10,073,628"
2/19/2018,157,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,129,214","10,108,662"
2/18/2018,"2,350",BA,,Moving Traffic Violation,M,WHITE,NO,,"3,109,730","10,072,438"
4/21/2018,27,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,100,598","10,033,838"
1/9/2018,"2,249",ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,DRUGS,"3,132,852","10,083,274"
3/18/2018,"1,732",FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,NO,,"3,110,227","10,047,814"
3/14/2018,"1,345",ID,,Moving Traffic Violation,M,BLACK,NO,,"3,128,046","10,090,892"
1/12/2018,"1,645",HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,118,695","10,061,689"
2/3/2018,241,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,102,467","10,048,766"
1/31/2018,"1,400",ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,WEAPONS,"3,130,780","10,090,642"
3/15/2018,"2,011",CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,OTHER,"3,123,553","10,068,368"
3/15/2018,"2,011",CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,YES,DRUGS,"3,123,553","10,068,368"
4/3/2018,"1,941",AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,105,232","10,139,013"
2/23/2018,226,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,NOTHING,"3,112,021","10,063,045"
3/21/2018,224,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,OTHER,"3,098,222","10,052,603"
3/22/2018,51,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,NOTHING,"3,115,801","10,064,181"
4/4/2018,"2,126",FR,,Violation of law other than traffic,M,BLACK,YES,NOTHING,"3,097,343","10,046,159"
1/8/2018,222,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,NOTHING,"3,127,841","10,105,361"
1/8/2018,222,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,127,841","10,105,361"
1/7/2018,409,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,ASIAN,YES,NOTHING,"3,129,748","10,092,211"
1/24/2018,"1,254",DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES,NOTHING,"3,107,590","10,045,841"
1/24/2018,"1,254",DA,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,107,590","10,045,841"
1/23/2018,"1,936",,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,CASH,,
1/6/2018,"1,938",BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,NO,,"3,125,699","10,077,684"
1/11/2018,148,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,DRUGS,"3,140,620","10,120,989"
2/2/2018,"1,920",BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES,NOTHING,"3,114,072","10,111,522"
2/18/2018,123,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,NOTHING,"3,114,442","10,088,555"
3/2/2018,"1,247",ID,,Moving Traffic Violation,F,HISPANIC OR LATINO,NO,,"3,124,538","10,087,177"
1/27/2018,623,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,NOTHING,"3,121,651","10,081,243"
3/22/2018,"1,837",ED,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES,NOTHING,"3,132,868","10,102,387"
1/13/2018,"2,308",AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES,NOTHING,"3,112,910","10,125,474"
2/3/2018,241,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,NOTHING,"3,102,467","10,048,766"
2/2/2018,"2,119",HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,DRUGS,"3,115,681","10,058,898"
2/2/2018,"2,119",HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,DRUGS,"3,115,681","10,058,898"
3/16/2018,"2,258",GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,118,857","10,069,278"
2/26/2018,"1,101",CH,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,DRUGS,"3,121,444","10,074,912"
4/17/2018,57,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,NOTHING,"3,113,851","10,038,346"
2/9/2018,141,ID,,Moving Traffic Violation,M,BLACK,NO,,"3,131,142","10,090,508"
2/24/2018,"2,018",FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,NOTHING,"3,080,036","10,036,898"
1/10/2018,240,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES,NOTHING,"3,124,361","10,074,693"
3/22/2018,"1,103",GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,WHITE,YES,NOTHING,"3,115,615","10,071,139"
1/26/2018,258,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,NOTHING,"3,112,999","10,043,104"
1/26/2018,258,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,112,999","10,043,104"
2/17/2018,828,AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES,NOTHING,"3,096,003","10,141,480"
2/19/2018,256,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,128,274","10,106,031"
3/7/2018,"2,339",ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,NO,,"3,126,699","10,097,375"
3/5/2018,"1,714",FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES,NOTHING,"3,100,831","10,049,405"
3/19/2018,20,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES,NOTHING,"3,112,212","10,042,614"
1/30/2018,36,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,YES,NOTHING,"3,136,698","10,077,118"
1/30/2018,36,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,136,698","10,077,118"
2/16/2018,533,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES,NOTHING,"3,109,726","10,085,133"
2/16/2018,"1,823",HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES,NOTHING,"3,121,642","10,060,231"
3/24/2018,130,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,128,696","10,099,669"
3/26/2018,"2,324",DA,,Moving Traffic Violation,M,HISPANIC OR LATINO,NO,,"3,104,744","10,047,567"
1/31/2018,131,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES,NOTHING,"3,123,035","10,115,080"
3/1/2018,"2,157",FR,,Moving Traffic Violation,F,HISPANIC OR LATINO,NO,,"3,111,832","10,050,493"
3/21/2018,"2,148",GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,OTHER,"3,114,189","10,071,947"
1/15/2018,"1,809",ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,134,231","10,124,160"
2/6/2018,49,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,NOTHING,"3,124,329","10,096,273"
1/14/2018,206,HE,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,NOTHING,"3,114,316","10,058,608"
2/3/2018,120,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,NOTHING,"3,113,542","10,036,283"
2/3/2018,323,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,120,883","10,107,885"
2/4/2018,"1,132",HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,117,468","10,063,345"
2/23/2018,"1,944",ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,NOTHING,"3,126,367","10,095,951"
3/10/2018,"1,324",GE,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,116,878","10,070,401"
4/4/2018,"1,357",ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,128,022","10,094,122"
4/17/2018,"1,754",HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,DRUGS,"3,127,258","10,055,404"
1/15/2018,"1,852",FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,NOTHING,"3,099,306","10,032,153"
2/9/2018,"2,154",HE,,Moving Traffic Violation,M,BLACK,NO,,"3,147,388","10,047,879"
2/15/2018,"2,257",BA,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,NO,,"3,110,570","10,071,475"
4/14/2018,"2,257",CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,WHITE,YES,NOTHING,"3,137,974","10,077,973"
4/19/2018,"1,408",FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,DRUGS,"3,113,032","10,050,494"
4/19/2018,"1,408",FR,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Pre-existing knowledge (i.e. warrant),M,HISPANIC OR LATINO,YES,NOTHING,"3,113,032","10,050,494"
3/8/2018,"1,826",CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES,WEAPONS,"3,131,649","10,071,400"
4/6/2018,"1,332",CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,YES,NOTHING,"3,142,488","10,086,454"
1/15/2018,"1,748",CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,DRUGS,"3,129,503","10,073,279"
3/5/2018,"2,314",AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,NOTHING,"3,107,333","10,131,208"
1/1/2018,"1,923",BA,,Moving Traffic Violation,M,WHITE,NO,,"3,108,211","10,109,312"
2/17/2018,"2,319",GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES,OTHER,"3,113,018","10,069,563"
2/16/2018,"1,821",DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES,DRUGS,"3,077,928","10,046,760"
4/21/2018,"1,720",FR,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,CASH,"3,111,632","10,046,173"
3/16/2018,"2,155",CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,DRUGS,"3,124,875","10,081,353"
2/25/2018,426,GE,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,F,HISPANIC OR LATINO,YES,NOTHING,"3,115,154","10,070,604"
4/18/2018,126,ED,,Moving Traffic Violation,M,HISPANIC OR LATINO,NO,,"3,128,269","10,106,589"
1/7/2018,322,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,OTHER,"3,103,130","10,055,825"
3/19/2018,"1,106",DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES,NOTHING,"3,108,184","10,065,584"
4/18/2018,330,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,CASH,"3,097,219","10,035,383"
1/15/2018,"1,852",FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,DRUGS,"3,099,306","10,032,153"
