arrest_date,arrest_time,sex,race,searched,reason_stopped,search_based_on,search_found,race_known,lng,lat
2015-01-01,1970-01-01 00:00:00.000000236,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.70915241584487,30.350810395885414
2015-01-01,1970-01-01 00:00:00.000000457,M,WHITE,YES = 1,CALL FOR SERVICE,FRISK FOR SAFETY,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.73089627666798,30.356154637732036
2015-01-01,1970-01-01 00:00:00.000001118,F,WHITE,YES = 1,PRE-EXISTING KNOWLEDGE,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.74724197906022,30.239755188862585
2015-01-01,1970-01-01 00:00:00.000001737,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.71784331322993,30.274261052830173
2015-01-01,1970-01-01 00:00:00.000001945,M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.68388924851416,30.30257726040083
2015-01-01,1970-01-01 00:00:00.000002318,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.77675458019642,30.18159824055112
2015-01-01,1970-01-01 00:00:00.000002318,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.77675458019642,30.18159824055112
2015-01-01,1970-01-01 00:00:00.000002011,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.68083086085416,30.32908823367259
2015-01-01,1970-01-01 00:00:00.000002054,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.77675458019642,30.18159824055112
2015-01-01,1970-01-01 00:00:00.000002332,M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.69723807078235,30.34221863553526
2015-01-01,1970-01-01 00:00:00.000002114,M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,-97.7035540106735,30.26361072058311
2015-01-02,1970-01-01 00:00:00.000000224,M,WHITE,YES = 1,CALL FOR SERVICE,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.74945981437767,30.42465626808674
2015-01-01,1970-01-01 00:00:00.000002229,M,BLACK,NO = 2,not_listed,not_listed,not_listed,not_listed,-97.67104246424321,30.30429960141656
2015-01-01,1970-01-01 00:00:00.000002333,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.70384347569812,30.30440185510217
2015-01-01,1970-01-01 00:00:00.000002238,M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.75152135627168,30.19580054232224
2015-01-01,1970-01-01 00:00:00.000002300,M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,-97.70579577992505,30.35365706397163
2015-01-02,1970-01-01 00:00:00.000000033,M,ASIAN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.74292264645925,30.26816692414967
2015-01-02,1970-01-01 00:00:00.000000411,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.71718250656042,30.28052113029355
2015-01-02,1970-01-01 00:00:00.000000037,M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.68941109651493,30.359261152919167
2015-01-02,1970-01-01 00:00:00.000000100,M,WHITE,NO = 2,not_listed,not_listed,not_listed,not_listed,-97.75306261247806,30.25403402570318
2015-01-02,1970-01-01 00:00:00.000000127,M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.76908654411602,30.194272317798692
2015-01-02,1970-01-01 00:00:00.000000127,F,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.76908654411602,30.194272317798692
2015-01-02,1970-01-01 00:00:00.000000212,M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INVENTORY OF TOWED VEHICLE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.79521236697128,30.460528715732117
2015-01-02,1970-01-01 00:00:00.000000222,M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.6813118517431,30.30455374213999
2015-01-02,1970-01-01 00:00:00.000000400,M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.68705903081,30.29818162541972
2015-01-02,1970-01-01 00:00:00.000001947,M,BLACK,YES = 1,VIOLATION OF CITY ORDIANCE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.72322619998006,30.387152183671947
2015-01-02,1970-01-01 00:00:00.000002045,F,WHITE,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,not_listed,not_listed,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.74769013228536,30.22349052492232
2015-01-02,1970-01-01 00:00:00.000002223,F,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.79194593000759,30.452446875007382
2015-01-02,1970-01-01 00:00:00.000002228,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.68638840504612,30.35776585195774
2015-01-03,1970-01-01 00:00:00.000000215,M,HISPANIC OR LATINO,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,not_listed,not_listed,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.72343469180694,30.235402594794426
2015-01-03,1970-01-01 00:00:00.000000011,M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.7890063028592,30.44655518565657
2015-01-02,1970-01-01 00:00:00.000002311,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.70636189009245,30.286292816146595
2015-01-02,1970-01-01 00:00:00.000002244,F,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.7417402499256,30.287780471187727
2015-01-03,1970-01-01 00:00:00.000000459,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.69456792952344,30.3623955301182
2015-01-03,1970-01-01 00:00:00.000000150,F,WHITE,YES = 1,SUSPICIOUS PERSON / VEHICLE,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,-97.69138350355043,30.37200858228495
2015-01-03,1970-01-01 00:00:00.000000223,M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.74003582628929,30.2682955530106
2015-01-03,1970-01-01 00:00:00.000000157,F,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.76276977017837,30.274969398980133
2015-01-03,1970-01-01 00:00:00.000000200,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.69824839264484,30.361417803764276
2015-01-03,1970-01-01 00:00:00.000000200,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.69824839264484,30.361417803764276
2015-01-03,1970-01-01 00:00:00.000000206,M,WHITE,NO = 2,not_listed,not_listed,not_listed,not_listed,-97.722590477256,30.38286242317871
2015-01-03,1970-01-01 00:00:00.000000206,M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.722590477256,30.38286242317871
2015-01-03,1970-01-01 00:00:00.000000605,F,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.70662877835153,30.370000363767957
2015-01-03,1970-01-01 00:00:00.000000605,M,BLACK,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.70662877835153,30.370000363767957
2015-01-03,1970-01-01 00:00:00.000000502,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.75265247077061,30.238442385447335
2015-01-03,1970-01-01 00:00:00.000000512,M,HISPANIC OR LATINO,YES = 1,CALL FOR SERVICE,FRISK FOR SAFETY,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.74214986136296,30.194843886220763
2015-01-03,1970-01-01 00:00:00.000000715,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.67102068612138,30.266253050901145
2015-01-03,1970-01-01 00:00:00.000001118,M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.73846179352681,30.23302082060123
2015-01-03,1970-01-01 00:00:00.000001145,F,HISPANIC OR LATINO,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,not_listed,not_listed,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.73235023158392,30.270364803499398
2015-01-03,1970-01-01 00:00:00.000001205,M,HISPANIC OR LATINO,NO = 2,CALL FOR SERVICE,not_listed,not_listed,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.73654853747503,30.241508096981082
2015-01-03,1970-01-01 00:00:00.000002104,M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.68838291774564,30.28167918500426
2015-01-03,1970-01-01 00:00:00.000002047,F,BLACK,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,not_listed,not_listed,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.70150140937523,30.41875855896444
2015-01-03,1970-01-01 00:00:00.000002258,M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.72701183644338,30.268460350147773
2015-01-03,1970-01-01 00:00:00.000002136,M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.68662633192164,30.25651824650845
2015-01-03,1970-01-01 00:00:00.000002302,F,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.74505020910361,30.408043255659596
2015-01-03,1970-01-01 00:00:00.000002305,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.69138350355043,30.37200858228495
2015-01-03,1970-01-01 00:00:00.000002225,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.74417259953823,30.196986054671477
2015-01-03,1970-01-01 00:00:00.000002240,M,HISPANIC OR LATINO,NO = 2,not_listed,not_listed,not_listed,not_listed,-97.71329219314883,30.281178747013872
2015-01-03,1970-01-01 00:00:00.000002338,F,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.68637525763991,30.38193600212007
2015-01-03,1970-01-01 00:00:00.000002248,F,HISPANIC OR LATINO,NO = 2,not_listed,not_listed,not_listed,not_listed,-97.73101333489876,30.215108015507976
2015-01-03,1970-01-01 00:00:00.000002339,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.70673470182935,30.324068523803675
2015-01-04,1970-01-01 00:00:00.000000155,M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.70340771645463,30.332372458717227
2015-01-03,1970-01-01 00:00:00.000002304,F,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.68705903081,30.29818162541972
2015-01-04,1970-01-01 00:00:00.000000005,M,HISPANIC OR LATINO,NO = 2,not_listed,not_listed,not_listed,not_listed,-97.80177804511827,30.184419513127875
2015-01-04,1970-01-01 00:00:00.000000205,M,BLACK,YES = 1,not_listed,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.69854339602904,30.289086209902255
2015-01-03,1970-01-01 00:00:00.000002337,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.74253685830475,30.18690602947078
2015-01-04,1970-01-01 00:00:00.000000028,M,BLACK,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,not_listed,not_listed,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.68262721446997,30.285861853683173
2015-01-04,1970-01-01 00:00:00.000000059,F,HISPANIC OR LATINO,NO = 2,not_listed,not_listed,not_listed,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.72284076217886,30.388382007571643
2015-01-04,1970-01-01 00:00:00.000000233,M,ASIAN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.76377307773751,30.285966096292874
2015-01-04,1970-01-01 00:00:00.000000052,M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.75502950996409,30.27220382431865
2015-01-04,1970-01-01 00:00:00.000000138,M,HISPANIC OR LATINO,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,not_listed,not_listed,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.69058373353218,30.41323143906562
2015-01-06,1970-01-01 00:00:00.000001048,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.70507196452813,30.344024167056908
2015-01-06,1970-01-01 00:00:00.000001048,M,HISPANIC OR LATINO,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,not_listed,not_listed,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.70507196452813,30.344024167056908
2015-01-04,1970-01-01 00:00:00.000000240,M,HISPANIC OR LATINO,NO = 2,not_listed,not_listed,not_listed,not_listed,-97.7581169388349,30.298768147851533
2015-01-04,1970-01-01 00:00:00.000000529,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF PENAL CODE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.72708725456128,30.241018910789798
2015-01-04,1970-01-01 00:00:00.000000513,F,WHITE,NO = 2,not_listed,not_listed,not_listed,not_listed,-97.69476383268942,30.262835920663175
2015-01-04,1970-01-01 00:00:00.000000402,F,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.6979057533355,30.273555510861797
2015-01-04,1970-01-01 00:00:00.000001014,M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.72849395824181,30.235959387511496
2015-01-04,1970-01-01 00:00:00.000000930,M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.73835500458775,30.232633609952057
2015-01-04,1970-01-01 00:00:00.000000951,F,HISPANIC OR LATINO,YES = 1,PRE-EXISTING KNOWLEDGE,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,-97.70333323933689,30.348015069547124
2015-01-04,1970-01-01 00:00:00.000001118,M,BLACK,NO = 2,not_listed,not_listed,not_listed,not_listed,-97.70443366616442,30.39828155728594
2015-01-04,1970-01-01 00:00:00.000001138,F,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.68006014306842,30.25358254683008
2015-01-06,1970-01-01 00:00:00.000002153,M,HISPANIC OR LATINO,NO = 2,not_listed,not_listed,not_listed,not_listed,-97.75502950996409,30.27220382431865
2015-01-04,1970-01-01 00:00:00.000001709,M,HISPANIC OR LATINO,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,not_listed,not_listed,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.71506684629966,30.31400759450378
2015-01-04,1970-01-01 00:00:00.000002333,M,BLACK,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.7162142387784,30.27953323294944
2015-01-04,1970-01-01 00:00:00.000002333,F,WHITE,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.7162142387784,30.27953323294944
2015-01-04,1970-01-01 00:00:00.000002043,M,WHITE,NO = 2,not_listed,not_listed,not_listed,not_listed,-97.7337119025796,30.35311758685428
2015-01-04,1970-01-01 00:00:00.000002043,M,WHITE,NO = 2,not_listed,not_listed,not_listed,not_listed,-97.7337119025796,30.35311758685428
2015-01-04,1970-01-01 00:00:00.000002128,M,MIDDLE EASTERN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.74846468790464,30.261884310464147
2015-01-04,1970-01-01 00:00:00.000002134,M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.7360201076926,30.260095197242226
2015-01-04,1970-01-01 00:00:00.000002147,M,BLACK,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,not_listed,not_listed,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.72443583788845,30.382193120784336
2015-01-04,1970-01-01 00:00:00.000002354,M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.69277438323212,30.28993285777378
2015-01-04,1970-01-01 00:00:00.000002354,F,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INVENTORY OF TOWED VEHICLE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.69277438323212,30.28993285777378
2015-01-05,1970-01-01 00:00:00.000000034,M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.70970509046984,30.31055352308477
2015-01-04,1970-01-01 00:00:00.000002202,M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.70556925957916,30.297946375532412
