arrest_date,arrest_time,sex,race,searched,reason_stopped,search_based_on,search_found,race_known,lng,lat
2018-01-11,1970-01-01 00:00:00.000001635,M,WHITE,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.78612889882143,30.200302874088965
2018-02-06,1970-01-01 00:00:00.000000053,M,BLACK,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.70370646097183,30.3325793634589
2018-05-03,1970-01-01 00:00:00.000000238,M,BLACK,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.64308811835106,30.204696136551377
2018-04-25,1970-01-01 00:00:00.000000136,F,BLACK,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.71357333064451,30.22855093356741
2018-05-16,1970-01-01 00:00:00.000000700,M,MIDDLE EASTERN,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.75081289805152,30.289820095365776
2018-03-14,1970-01-01 00:00:00.000000117,M,HISPANIC OR LATINO,NO,Moving Traffic Violation,not_listed,not_listed,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.69510003783694,30.369263183561788
2018-10-30,1970-01-01 00:00:00.000000305,M,HISPANIC OR LATINO,YES,Moving Traffic Violation,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.69430920430102,30.323051499796136
2018-02-28,1970-01-01 00:00:00.000000157,M,HISPANIC OR LATINO,YES,Violation of law other than traffic,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.74628614008698,30.40053495020474
2018-08-30,1970-01-01 00:00:00.000000106,M,WHITE,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,-97.71195264516723,30.310434482259907
2018-02-03,1970-01-01 00:00:00.000000154,M,HISPANIC OR LATINO,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.74644878163535,30.187183156747995
2018-02-04,1970-01-01 00:00:00.000002317,F,HISPANIC OR LATINO,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.74652368409379,30.268580716648962
2018-12-28,1970-01-01 00:00:00.000001735,M,WHITE,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.6657545079296,30.319006033510842
2018-02-10,1970-01-01 00:00:00.000001312,M,BLACK,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.70164641979144,30.425070915177816
2018-02-11,1970-01-01 00:00:00.000000006,M,WHITE,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.68566119803772,30.36149687044701
2018-02-11,1970-01-01 00:00:00.000002311,F,HISPANIC OR LATINO,NO,Violation of law other than traffic,not_listed,not_listed,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.78035906485178,30.18703601053493
2018-04-19,1970-01-01 00:00:00.000001142,M,HISPANIC OR LATINO,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.74691017466016,30.198804341502015
2018-01-27,1970-01-01 00:00:00.000001257,F,WHITE,YES,Violation of law other than traffic,PROBABLE CAUSE,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,-97.74302765966112,30.228707203301653
2018-01-27,1970-01-01 00:00:00.000001257,M,HISPANIC OR LATINO,YES,Violation of law other than traffic,INCIDENTAL TO ARREST,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,-97.74302765966112,30.228707203301653
2018-02-14,1970-01-01 00:00:00.000000232,F,HISPANIC OR LATINO,YES,Moving Traffic Violation,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.75565625900082,30.260835551868023
2018-03-05,1970-01-01 00:00:00.000001649,M,BLACK,NO,Moving Traffic Violation,not_listed,not_listed,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.70622631621863,30.286383549490182
2018-04-12,1970-01-01 00:00:00.000001932,M,BLACK,YES,Moving Traffic Violation,PROBABLE CAUSE,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,-97.6855756398517,30.369234699811408
2018-04-23,1970-01-01 00:00:00.000000353,F,BLACK,YES,Violation of law other than traffic,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.70500666815104,30.28904289999865
2018-03-31,1970-01-01 00:00:00.000002032,F,HISPANIC OR LATINO,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.7002349006566,30.297366585710083
2018-03-18,1970-01-01 00:00:00.000002321,M,BLACK,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.65866393148879,30.37728785976011
2018-01-22,1970-01-01 00:00:00.000002210,M,HISPANIC OR LATINO,YES,Pre-existing knowledge (i.e. warrant),PROBABLE CAUSE,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,-97.72675955108706,30.237081999792007
2018-03-15,1970-01-01 00:00:00.000002339,M,BLACK,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.72479693968798,30.37787413528832
2018-04-03,1970-01-01 00:00:00.000002345,M,HISPANIC OR LATINO,NO,Moving Traffic Violation,not_listed,not_listed,not_listed,-97.69497380109038,30.34871797546459
2018-04-24,1970-01-01 00:00:00.000001748,M,WHITE,NO,Moving Traffic Violation,not_listed,not_listed,not_listed,-97.71425255977942,30.40871376597181
2018-01-06,1970-01-01 00:00:00.000000143,M,HISPANIC OR LATINO,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.73682053012217,30.26131607164179
2018-01-06,1970-01-01 00:00:00.000002237,M,HISPANIC OR LATINO,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.75914957033817,30.241752494427963
2018-01-23,1970-01-01 00:00:00.000000351,F,HISPANIC OR LATINO,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.7055548023698,30.28229648979039
2018-02-05,1970-01-01 00:00:00.000000533,M,HISPANIC OR LATINO,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.74000385748448,30.265239274900573
2018-02-05,1970-01-01 00:00:00.000001748,M,HISPANIC OR LATINO,NO,Moving Traffic Violation,not_listed,not_listed,not_listed,-97.69675524732448,30.356983755567416
2018-02-06,1970-01-01 00:00:00.000000108,F,WHITE,YES,Moving Traffic Violation,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.83650100317729,30.182414405141532
2018-02-15,1970-01-01 00:00:00.000002147,M,WHITE,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,-97.76759377917165,30.249411035595173
2018-03-23,1970-01-01 00:00:00.000001831,M,WHITE,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,WEAPONS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,-97.71534135372772,30.31206869271102
2018-02-17,1970-01-01 00:00:00.000001752,M,WHITE,NO,Moving Traffic Violation,not_listed,not_listed,not_listed,-97.70136387163592,30.32023987021834
2018-01-19,1970-01-01 00:00:00.000000223,M,HISPANIC OR LATINO,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.70362600872643,30.33285550127578
2018-01-18,1970-01-01 00:00:00.000002212,M,HISPANIC OR LATINO,NO,Moving Traffic Violation,not_listed,not_listed,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.72068499829446,30.255787139271447
2018-04-25,1970-01-01 00:00:00.000000133,M,BLACK,YES,Violation of law other than traffic,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.70556691509309,30.297916073412164
2018-04-24,1970-01-01 00:00:00.000002315,F,HISPANIC OR LATINO,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.71562219390341,30.30440366197072
2018-04-24,1970-01-01 00:00:00.000002315,M,BLACK,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.71562219390341,30.30440366197072
2018-04-24,1970-01-01 00:00:00.000002252,F,HISPANIC OR LATINO,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.74405161736578,30.27202921968389
2018-03-24,1970-01-01 00:00:00.000000527,F,HISPANIC OR LATINO,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.68930942136708,30.376737768953348
2018-01-08,1970-01-01 00:00:00.000001331,F,WHITE,YES,Moving Traffic Violation,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.68702087664158,30.3597976886104
2018-01-08,1970-01-01 00:00:00.000001331,M,BLACK,YES,Moving Traffic Violation,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.68702087664158,30.3597976886104
2018-02-02,1970-01-01 00:00:00.000000113,M,BLACK,YES,Moving Traffic Violation,PROBABLE CAUSE,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.69101249704224,30.278463236874128
2018-04-02,1970-01-01 00:00:00.000000125,M,HISPANIC OR LATINO,NO,Moving Traffic Violation,not_listed,not_listed,not_listed,-97.77987696408387,30.210549757744207
2018-01-09,1970-01-01 00:00:00.000002238,M,HISPANIC OR LATINO,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.77251208781247,30.23178638815123
2018-03-21,1970-01-01 00:00:00.000000317,M,HISPANIC OR LATINO,YES,Moving Traffic Violation,PROBABLE CAUSE,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.7164468616799,30.335010065850028
2018-01-05,1970-01-01 00:00:00.000002210,M,HISPANIC OR LATINO,NO,Moving Traffic Violation,not_listed,not_listed,not_listed,-97.67792032318633,30.374128917992824
2018-02-10,1970-01-01 00:00:00.000001625,M,HISPANIC OR LATINO,YES,Moving Traffic Violation,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.69088310116491,30.272076952551156
2018-01-23,1970-01-01 00:00:00.000001824,M,BLACK,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.67253645667489,30.375425554282174
2018-02-06,1970-01-01 00:00:00.000002146,M,HISPANIC OR LATINO,NO,Pre-existing knowledge (i.e. warrant),not_listed,not_listed,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.78782501022498,30.197096749576975
2018-04-04,1970-01-01 00:00:00.000001645,M,BLACK,YES,Violation of law other than traffic,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.70945081678687,30.3120940256024
2018-04-06,1970-01-01 00:00:00.000000103,F,WHITE,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.77101433711033,30.276539939305273
2018-02-19,1970-01-01 00:00:00.000000157,M,HISPANIC OR LATINO,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.69276346046075,30.371308145601486
2018-02-18,1970-01-01 00:00:00.000002350,M,WHITE,NO,Moving Traffic Violation,not_listed,not_listed,not_listed,-97.75719173703865,30.272989903180008
2018-04-21,1970-01-01 00:00:00.000000027,M,HISPANIC OR LATINO,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.78890943549453,30.167461861784655
2018-01-09,1970-01-01 00:00:00.000002249,M,HISPANIC OR LATINO,YES,Violation of law other than traffic,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.68314821312775,30.30128301309762
2018-03-18,1970-01-01 00:00:00.000001732,M,HISPANIC OR LATINO,NO,Violation of law other than traffic,not_listed,not_listed,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.7574238672776,30.205270510843533
2018-03-14,1970-01-01 00:00:00.000001345,M,BLACK,NO,Moving Traffic Violation,not_listed,not_listed,not_listed,-97.69780113496162,30.32253750187452
2018-01-12,1970-01-01 00:00:00.000001645,M,BLACK,YES,Moving Traffic Violation,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.72959684236707,30.242868671258115
2018-02-03,1970-01-01 00:00:00.000000241,M,HISPANIC OR LATINO,YES,Moving Traffic Violation,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.78191343206102,30.20837910198901
2018-01-31,1970-01-01 00:00:00.000001400,M,HISPANIC OR LATINO,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.689157118319,30.32167191581666
2018-03-15,1970-01-01 00:00:00.000002011,M,BLACK,YES,Moving Traffic Violation,PROBABLE CAUSE,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.7137185374445,30.260914566620613
2018-03-15,1970-01-01 00:00:00.000002011,F,BLACK,YES,Moving Traffic Violation,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.7137185374445,30.260914566620613
2018-04-03,1970-01-01 00:00:00.000001941,M,BLACK,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.7665710452036,30.456282087695826
2018-02-23,1970-01-01 00:00:00.000000226,M,WHITE,YES,Moving Traffic Violation,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.75062696682073,30.24702385294261
2018-03-21,1970-01-01 00:00:00.000000224,M,HISPANIC OR LATINO,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.7950712464245,30.21919349109785
2018-03-22,1970-01-01 00:00:00.000000051,M,WHITE,YES,Moving Traffic Violation,FRISK FOR SAFETY,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.73857513060858,30.249904695911635
2018-04-04,1970-01-01 00:00:00.000002126,M,BLACK,YES,Violation of law other than traffic,INCIDENTAL TO ARREST,NOTHING,not_listed,-97.79831838966444,30.201534888106927
2018-01-08,1970-01-01 00:00:00.000000222,M,WHITE,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.69736412214043,30.36232376111394
2018-01-08,1970-01-01 00:00:00.000000222,M,HISPANIC OR LATINO,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.69736412214043,30.36232376111394
2018-01-07,1970-01-01 00:00:00.000000409,M,ASIAN,YES,Moving Traffic Violation,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.6923089963769,30.32605223136027
2018-01-24,1970-01-01 00:00:00.000001254,F,HISPANIC OR LATINO,YES,Moving Traffic Violation,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.7659134976207,30.200014640439857
2018-01-24,1970-01-01 00:00:00.000001254,M,HISPANIC OR LATINO,YES,Moving Traffic Violation,PROBABLE CAUSE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,-97.7659134976207,30.200014640439857
2018-01-23,1970-01-01 00:00:00.000001936,M,HISPANIC OR LATINO,YES,Moving Traffic Violation,CONSENT,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.72776742231508,30.28966688510367
2018-01-06,1970-01-01 00:00:00.000001938,F,HISPANIC OR LATINO,NO,Moving Traffic Violation,not_listed,not_listed,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.70622631621863,30.286383549490182
2018-01-11,1970-01-01 00:00:00.000000148,M,HISPANIC OR LATINO,YES,Moving Traffic Violation,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.65566399588096,30.40444332522081
2018-02-02,1970-01-01 00:00:00.000001920,M,BLACK,YES,Violation of law other than traffic,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.74055524860462,30.380149119629348
2018-02-18,1970-01-01 00:00:00.000000123,M,WHITE,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.74107932060859,30.316992308350144
2018-03-02,1970-01-01 00:00:00.000001247,F,HISPANIC OR LATINO,NO,Moving Traffic Violation,not_listed,not_listed,not_listed,-97.70919422988314,30.3125535856345
2018-01-27,1970-01-01 00:00:00.000000623,M,HISPANIC OR LATINO,YES,Violation of law other than traffic,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.71878293620351,30.296428866491592
2018-03-22,1970-01-01 00:00:00.000001837,M,BLACK,YES,Violation of law other than traffic,PROBABLE CAUSE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,-97.68165397585099,30.353820254163153
2018-01-13,1970-01-01 00:00:00.000002308,F,WHITE,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.74320921916365,30.418575741335825
2018-02-03,1970-01-01 00:00:00.000000241,M,WHITE,YES,Moving Traffic Violation,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.78191343206102,30.20837910198901
2018-02-02,1970-01-01 00:00:00.000002119,M,HISPANIC OR LATINO,YES,Moving Traffic Violation,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.73934519927606,30.235390252258124
2018-02-02,1970-01-01 00:00:00.000002119,M,WHITE,YES,Moving Traffic Violation,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.73934519927606,30.235390252258124
2018-03-16,1970-01-01 00:00:00.000002258,M,BLACK,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.72852124772348,30.26371918753453
2018-02-26,1970-01-01 00:00:00.000001101,M,BLACK,YES,Moving Traffic Violation,PROBABLE CAUSE,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,-97.71990989732811,30.27903933147492
2018-04-17,1970-01-01 00:00:00.000000057,M,HISPANIC OR LATINO,YES,Violation of law other than traffic,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.74665166805309,30.17901330391945
2018-02-09,1970-01-01 00:00:00.000000141,M,BLACK,NO,Moving Traffic Violation,not_listed,not_listed,not_listed,-97.68802020784018,30.32127991065707
2018-02-24,1970-01-01 00:00:00.000002018,M,HISPANIC OR LATINO,YES,Violation of law other than traffic,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.85374328884943,30.17714999627774
2018-01-10,1970-01-01 00:00:00.000000240,M,WHITE,YES,Violation of law other than traffic,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.7106876786649,30.278248591437272
2018-03-22,1970-01-01 00:00:00.000001103,F,WHITE,YES,Violation of law other than traffic,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.73865009497611,30.269043096473037
2018-01-26,1970-01-01 00:00:00.000000258,M,WHITE,YES,Moving Traffic Violation,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.74899751763006,30.192146703823727
2018-01-26,1970-01-01 00:00:00.000000258,M,HISPANIC OR LATINO,YES,Moving Traffic Violation,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.74899751763006,30.192146703823727
2018-02-17,1970-01-01 00:00:00.000000828,M,WHITE,YES,Violation of law other than traffic,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.79567634074722,30.46364576282266
2018-02-19,1970-01-01 00:00:00.000000256,M,HISPANIC OR LATINO,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.6959412043619,30.364137265444715
2018-03-07,1970-01-01 00:00:00.000002339,M,WHITE,NO,Moving Traffic Violation,not_listed,not_listed,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.70158312899572,30.34044588078471
2018-03-05,1970-01-01 00:00:00.000001714,F,WHITE,YES,Moving Traffic Violation,FRISK FOR SAFETY,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.78704488192353,30.210238684894687
2018-03-19,1970-01-01 00:00:00.000000020,F,HISPANIC OR LATINO,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.75152383687147,30.190850015987206
2018-01-30,1970-01-01 00:00:00.000000036,F,BLACK,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.67143138995836,30.28410882983535
2018-01-30,1970-01-01 00:00:00.000000036,M,BLACK,YES,Moving Traffic Violation,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.67143138995836,30.28410882983535
2018-02-16,1970-01-01 00:00:00.000000533,F,WHITE,YES,Moving Traffic Violation,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.75627283657018,30.307886965334653
2018-02-16,1970-01-01 00:00:00.000001823,F,HISPANIC OR LATINO,YES,Moving Traffic Violation,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,-97.720375175217,30.23867089029975
